,drug1,drug2,object,precipitant,severity
6408,http://bio2rdf.org/drugbank:DB00404,http://bio2rdf.org/drugbank:DB00503,Alprazolam,Ritonavir,2
6407,http://bio2rdf.org/drugbank:DB00734,http://bio2rdf.org/drugbank:DB01235,Risperidone,L-DOPA,2
6406,http://bio2rdf.org/drugbank:DB00759,http://bio2rdf.org/drugbank:DB00319,Tetracycline,Piperacillin,1
6405,http://bio2rdf.org/drugbank:DB06724,http://bio2rdf.org/drugbank:DB00554,Calcium_carbonate,Piroxicam,1
6404,http://bio2rdf.org/drugbank:DB00641,http://bio2rdf.org/drugbank:DB00503,Simvastatin,Ritonavir,3
6403,http://bio2rdf.org/drugbank:DB00458,http://bio2rdf.org/drugbank:DB00295,Imipramine,Morphine,1
6402,http://bio2rdf.org/drugbank:DB00501,http://bio2rdf.org/drugbank:DB01297,Cimetidine,Practolol,1
6401,http://bio2rdf.org/drugbank:DB00540,http://bio2rdf.org/drugbank:DB01175,NORTRIPTYLINE,Escitalopram,2
6400,http://bio2rdf.org/drugbank:DB00475,http://bio2rdf.org/drugbank:DB00363,CHLORDIAZEPOXIDE,CLOZAPINE,2
6399,http://bio2rdf.org/drugbank:DB00564,http://bio2rdf.org/drugbank:DB00443,Carbamazepine,Betamethasone,1
6398,http://bio2rdf.org/drugbank:DB01373,http://bio2rdf.org/drugbank:DB00612,Calcium,Bisoprolol,1
6397,http://bio2rdf.org/drugbank:DB01398,http://bio2rdf.org/drugbank:DB02266,Salicylate-sodium,Flufenamic_Acid,1
6396,http://bio2rdf.org/drugbank:DB00749,http://bio2rdf.org/drugbank:DB01125,Etodolac,Anisindione,2
6395,http://bio2rdf.org/drugbank:DB00122,http://bio2rdf.org/drugbank:DB00870,Choline,Suprofen,1
6394,http://bio2rdf.org/drugbank:DB06414,http://bio2rdf.org/drugbank:DB00615,ETRAVIRINE,RIFABUTIN,3
6393,http://bio2rdf.org/drugbank:DB01399,http://bio2rdf.org/drugbank:DB00749,Salsalate,Etodolac,1
6392,http://bio2rdf.org/drugbank:DB04828,http://bio2rdf.org/drugbank:DB00814,Zomepirac,Meloxicam,2
6391,http://bio2rdf.org/drugbank:DB01045,http://bio2rdf.org/drugbank:DB00912,Rifampicin,Repaglinide,2
6390,http://bio2rdf.org/drugbank:DB01247,http://bio2rdf.org/drugbank:DB00321,Isocarboxazid,Amitriptyline,2
6389,http://bio2rdf.org/drugbank:DB00343,http://bio2rdf.org/drugbank:DB00897,Diltiazem,Triazolam, 
6388,http://bio2rdf.org/drugbank:DB01602,http://bio2rdf.org/drugbank:DB00960,Bacampicillin,Pindolol,1
6387,http://bio2rdf.org/drugbank:DB00294,http://bio2rdf.org/drugbank:DB00186,Etonogestrel,Lorazepam,1
6386,http://bio2rdf.org/drugbank:DB00697,http://bio2rdf.org/drugbank:DB00489,Tizanidine,Sotalol,2
6385,http://bio2rdf.org/drugbank:DB00521,http://bio2rdf.org/drugbank:DB01197,Carteolol,Captopril, 
6384,http://bio2rdf.org/drugbank:DB01390,http://bio2rdf.org/drugbank:DB01397,Sodium_bicarbonate,Magnesium_salicylate,1
6383,http://bio2rdf.org/drugbank:DB00697,http://bio2rdf.org/drugbank:DB00744,Tizanidine,Zileuton,3
6382,http://bio2rdf.org/drugbank:DB00122,http://bio2rdf.org/drugbank:DB01628,Choline,Etoricoxib,1
6381,http://bio2rdf.org/drugbank:DB01197,http://bio2rdf.org/drugbank:DB01356,Captopril,Lithium,2
6380,http://bio2rdf.org/drugbank:DB00490,http://bio2rdf.org/drugbank:DB00601,Buspirone,Linezolid,3
6379,http://bio2rdf.org/drugbank:DB01053,http://bio2rdf.org/drugbank:DB00814,Benzylpenicillin,Meloxicam,1
6378,http://bio2rdf.org/drugbank:DB00717,http://bio2rdf.org/drugbank:DB00652,Norethindrone,Pentazocine, 
6377,http://bio2rdf.org/drugbank:DB01026,http://bio2rdf.org/drugbank:DB01268,Ketoconazole,Sunitinib,2
6376,http://bio2rdf.org/drugbank:DB00603,http://bio2rdf.org/drugbank:DB00812,Medroxyprogesterone_Acetate,Phenylbutazone,1
6375,http://bio2rdf.org/drugbank:DB00960,http://bio2rdf.org/drugbank:DB01021,Pindolol,Trichlormethiazide,1
6374,http://bio2rdf.org/drugbank:DB00866,http://bio2rdf.org/drugbank:DB00281,Alprenolol,Lidocaine,2
6373,http://bio2rdf.org/drugbank:DB07886,http://bio2rdf.org/drugbank:DB00945,"(11alpha,14beta)-11,17,21-trihydroxypregn-4-ene-3,20-dione",Acetylsalicylic_acid,2
6372,http://bio2rdf.org/drugbank:DB00118,http://bio2rdf.org/drugbank:DB00335,S-Adenosylmethionine,Atenolol,2
6371,http://bio2rdf.org/drugbank:DB00286,http://bio2rdf.org/drugbank:DB00741,Conjugated_Estrogens,Hydrocortisone,1
6370,http://bio2rdf.org/drugbank:DB00233,http://bio2rdf.org/drugbank:DB01016,Aminosalicylic_Acid,Glyburide,1
6369,http://bio2rdf.org/drugbank:DB00582,http://bio2rdf.org/drugbank:DB01016,Voriconazole,Glyburide,2
6368,http://bio2rdf.org/drugbank:DB00697,http://bio2rdf.org/drugbank:DB00436,Tizanidine,Bendroflumethiazide,1
6367,http://bio2rdf.org/drugbank:DB00921,http://bio2rdf.org/drugbank:DB00823,Buprenorphine,Ethynodiol, 
6366,http://bio2rdf.org/drugbank:DB00321,http://bio2rdf.org/drugbank:DB01104,Amitriptyline,SERTRALINE,2
6365,http://bio2rdf.org/drugbank:DB01268,http://bio2rdf.org/drugbank:DB00564,Sunitinib,Carbamazepine,2
6364,http://bio2rdf.org/drugbank:DB01168,http://bio2rdf.org/drugbank:DB00540,Procarbazine,NORTRIPTYLINE,3
6363,http://bio2rdf.org/drugbank:DB00697,http://bio2rdf.org/drugbank:DB00927,Tizanidine,Famotidine,3
6362,http://bio2rdf.org/drugbank:DB08808,http://bio2rdf.org/drugbank:DB00509,Bupranolol,Dextrothyroxine,1
6361,http://bio2rdf.org/drugbank:DB00461,http://bio2rdf.org/drugbank:DB01021,Nabumetone,Trichlormethiazide,1
6360,http://bio2rdf.org/drugbank:DB00122,http://bio2rdf.org/drugbank:DB00417,Choline,Penicillin_V,1
6359,http://bio2rdf.org/drugbank:DB00187,http://bio2rdf.org/drugbank:DB00509,Esmolol,Dextrothyroxine,1
6358,http://bio2rdf.org/drugbank:DB00591,http://bio2rdf.org/drugbank:DB00945,Fluocinolone_Acetonide,Acetylsalicylic_acid,2
6357,http://bio2rdf.org/drugbank:DB01390,http://bio2rdf.org/drugbank:DB00199,Sodium_bicarbonate,Erythromycin,1
6356,http://bio2rdf.org/drugbank:DB00458,http://bio2rdf.org/drugbank:DB01247,Imipramine,ISOCARBOXAZID,3
6355,http://bio2rdf.org/drugbank:DB00726,http://bio2rdf.org/drugbank:DB00501,Trimipramine,Cimetidine,2
6354,http://bio2rdf.org/drugbank:DB01174,http://bio2rdf.org/drugbank:DB00764,Phenobarbital,Mometasone,1
6353,http://bio2rdf.org/drugbank:DB00603,http://bio2rdf.org/drugbank:DB01529,Medroxyprogesterone_Acetate,Dextromoramide, 
6352,http://bio2rdf.org/drugbank:DB00417,http://bio2rdf.org/drugbank:DB00960,Penicillin_V,Pindolol,1
6351,http://bio2rdf.org/drugbank:DB00812,http://bio2rdf.org/drugbank:DB00521,Phenylbutazone,Carteolol,2
6350,http://bio2rdf.org/drugbank:DB01375,http://bio2rdf.org/drugbank:DB00328,Dihydroxyaluminium,Indomethacin,1
6349,http://bio2rdf.org/drugbank:DB00394,http://bio2rdf.org/drugbank:DB00812,Beclomethasone,Phenylbutazone,2
6348,http://bio2rdf.org/drugbank:DB00860,http://bio2rdf.org/drugbank:DB00573,Prednisolone,Fenoprofen,2
6347,http://bio2rdf.org/drugbank:DB07886,http://bio2rdf.org/drugbank:DB00277,"(11alpha,14beta)-11,17,21-trihydroxypregn-4-ene-3,20-dione",Theophylline,1
6346,http://bio2rdf.org/drugbank:DB00313,http://bio2rdf.org/drugbank:DB00458,Valproic_Acid,Imipramine, 
6345,http://bio2rdf.org/drugbank:DB00367,http://bio2rdf.org/drugbank:DB00854,Levonorgestrel,Levorphanol, 
6344,http://bio2rdf.org/drugbank:DB00918,http://bio2rdf.org/drugbank:DB01104,Almotriptan,SERTRALINE,2
6343,http://bio2rdf.org/drugbank:DB01588,http://bio2rdf.org/drugbank:DB00503,PRAZEPAM,Ritonavir,2
6342,http://bio2rdf.org/drugbank:DB00682,http://bio2rdf.org/drugbank:DB01151,Warfarin,Desipramine, 
6341,http://bio2rdf.org/drugbank:DB00921,http://bio2rdf.org/drugbank:DB01215,Buprenorphine,ESTAZOLAM,2
6340,http://bio2rdf.org/drugbank:DB00586,http://bio2rdf.org/drugbank:DB00373,Diclofenac,Timolol,2
6339,http://bio2rdf.org/drugbank:DB00199,http://bio2rdf.org/drugbank:DB01367,Erythromycin,Rasagiline,2
6338,http://bio2rdf.org/drugbank:DB01222,http://bio2rdf.org/drugbank:DB01398,Budesonide,Salicylate-sodium,2
6337,http://bio2rdf.org/drugbank:DB00367,http://bio2rdf.org/drugbank:DB00394,Levonorgestrel,Beclomethasone,1
6336,http://bio2rdf.org/drugbank:DB01093,http://bio2rdf.org/drugbank:DB00682,Dimethyl_sulfoxide,Warfarin,2
6335,http://bio2rdf.org/drugbank:DB00399,http://bio2rdf.org/drugbank:DB00594,Zoledronate,Amiloride,2
6334,http://bio2rdf.org/drugbank:DB00404,http://bio2rdf.org/drugbank:DB01009,Alprazolam,Ketoprofen, 
6333,http://bio2rdf.org/drugbank:DB00530,http://bio2rdf.org/drugbank:DB00564,Erlotinib,Carbamazepine,2
6332,http://bio2rdf.org/drugbank:DB00591,http://bio2rdf.org/drugbank:DB00277,Fluocinolone_Acetonide,Theophylline,1
6331,http://bio2rdf.org/drugbank:DB00898,http://bio2rdf.org/drugbank:DB00563,Ethanol,Methotrexate,2
6330,http://bio2rdf.org/drugbank:DB01222,http://bio2rdf.org/drugbank:DB00122,Budesonide,Choline,2
6329,http://bio2rdf.org/drugbank:DB00404,http://bio2rdf.org/drugbank:DB03585,Alprazolam,Oxyphenbutazone, 
6328,http://bio2rdf.org/drugbank:DB01172,http://bio2rdf.org/drugbank:DB01009,Kanamycin,Ketoprofen,1
6327,http://bio2rdf.org/drugbank:DB01172,http://bio2rdf.org/drugbank:DB03585,Kanamycin,Oxyphenbutazone,1
6326,http://bio2rdf.org/drugbank:DB00584,http://bio2rdf.org/drugbank:DB00814,Enalapril,Meloxicam, 
6325,http://bio2rdf.org/drugbank:DB02266,http://bio2rdf.org/drugbank:DB00384,Flufenamic_Acid,Triamterene,2
6324,http://bio2rdf.org/drugbank:DB00603,http://bio2rdf.org/drugbank:DB00897,Medroxyprogesterone_Acetate,Triazolam,1
6323,http://bio2rdf.org/drugbank:DB01296,http://bio2rdf.org/drugbank:DB00960,Glucosamine,Pindolol,2
6322,http://bio2rdf.org/drugbank:DB00344,http://bio2rdf.org/drugbank:DB00780,Protriptyline,Phenelzine,3
6321,http://bio2rdf.org/drugbank:DB00759,http://bio2rdf.org/drugbank:DB01147,Tetracycline,Cloxacillin,1
6320,http://bio2rdf.org/drugbank:DB00494,http://bio2rdf.org/drugbank:DB01247,Entacapone,ISOCARBOXAZID,3
6319,http://bio2rdf.org/drugbank:DB00218,http://bio2rdf.org/drugbank:DB00741,Moxifloxacin,HYDROCORTISONE,2
6318,http://bio2rdf.org/drugbank:DB00823,http://bio2rdf.org/drugbank:DB08808,Ethynodiol,Bupranolol,1
6317,http://bio2rdf.org/drugbank:DB00310,http://bio2rdf.org/drugbank:DB00390,Chlorthalidone,Digoxin,2
6316,http://bio2rdf.org/drugbank:DB04552,http://bio2rdf.org/drugbank:DB00584,Niflumic_Acid,Enalapril,2
6315,http://bio2rdf.org/drugbank:DB00945,http://bio2rdf.org/drugbank:DB01356,Acetylsalicylic_acid,Lithium, 
6314,http://bio2rdf.org/drugbank:DB02443,http://bio2rdf.org/drugbank:DB00489,Methicillin_Acyl-Serine,Sotalol,1
6313,http://bio2rdf.org/drugbank:DB01345,http://bio2rdf.org/drugbank:DB01060,Potassium,Amoxicillin,1
6312,http://bio2rdf.org/drugbank:DB00898,http://bio2rdf.org/drugbank:DB01356,Ethanol,Lithium,1
6311,http://bio2rdf.org/drugbank:DB08808,http://bio2rdf.org/drugbank:DB01398,Bupranolol,Salicylate-sodium,1
6310,http://bio2rdf.org/drugbank:DB06725,http://bio2rdf.org/drugbank:DB01136,Lornoxicam,Carvedilol,2
6309,http://bio2rdf.org/drugbank:DB00184,http://bio2rdf.org/drugbank:DB01297,Nicotine,Practolol,2
6308,http://bio2rdf.org/drugbank:DB00469,http://bio2rdf.org/drugbank:DB01297,Tenoxicam,Practolol,2
6307,http://bio2rdf.org/drugbank:DB01053,http://bio2rdf.org/drugbank:DB00294,Benzylpenicillin,Etonogestrel,3
6306,http://bio2rdf.org/drugbank:DB01356,http://bio2rdf.org/drugbank:DB00936,Lithium,Salicyclic_acid, 
6305,http://bio2rdf.org/drugbank:DB00351,http://bio2rdf.org/drugbank:DB00842,Megestrol_acetate,Oxazepam,1
6304,http://bio2rdf.org/drugbank:DB00749,http://bio2rdf.org/drugbank:DB01021,Etodolac,Trichlormethiazide,1
6303,http://bio2rdf.org/drugbank:DB00187,http://bio2rdf.org/drugbank:DB01398,Esmolol,Salicylate-sodium,1
6302,http://bio2rdf.org/drugbank:DB08808,http://bio2rdf.org/drugbank:DB00122,Bupranolol,Choline,1
6301,http://bio2rdf.org/drugbank:DB00187,http://bio2rdf.org/drugbank:DB00122,Esmolol,Choline,1
6300,http://bio2rdf.org/drugbank:DB00564,http://bio2rdf.org/drugbank:DB07886,Carbamazepine,"(11alpha,14beta)-11,17,21-trihydroxypregn-4-ene-3,20-dione",1
6299,http://bio2rdf.org/drugbank:DB08795,http://bio2rdf.org/drugbank:DB01193,Azidocillin,Acebutolol,1
6298,http://bio2rdf.org/drugbank:DB06803,http://bio2rdf.org/drugbank:DB08439,Niclosamide,parecoxib,1
6297,http://bio2rdf.org/drugbank:DB00717,http://bio2rdf.org/drugbank:DB00813,Norethindrone,Fentanyl, 
6296,http://bio2rdf.org/drugbank:DB01604,http://bio2rdf.org/drugbank:DB00335,Pivampicillin,Atenolol,1
6295,http://bio2rdf.org/drugbank:DB00501,http://bio2rdf.org/drugbank:DB04552,Cimetidine,Niflumic_Acid,1
6294,http://bio2rdf.org/drugbank:DB01082,http://bio2rdf.org/drugbank:DB01339,Streptomycin,Vecuronium,2
6293,http://bio2rdf.org/drugbank:DB06709,http://bio2rdf.org/drugbank:DB00533,Methacholine,Rofecoxib,1
6292,http://bio2rdf.org/drugbank:DB00898,http://bio2rdf.org/drugbank:DB00802,Ethanol,Alfentanil,2
6291,http://bio2rdf.org/drugbank:DB01373,http://bio2rdf.org/drugbank:DB01373,Calcium,Calcium,1
6290,http://bio2rdf.org/drugbank:DB01118,http://bio2rdf.org/drugbank:DB00204,AMIODARONE,Dofetilide,2
6289,http://bio2rdf.org/drugbank:DB04828,http://bio2rdf.org/drugbank:DB00384,Zomepirac,Triamterene,2
6288,http://bio2rdf.org/drugbank:DB00540,http://bio2rdf.org/drugbank:DB01016,Nortriptyline,Glyburide,1
6287,http://bio2rdf.org/drugbank:DB01398,http://bio2rdf.org/drugbank:DB01197,Salicylate-sodium,Captopril,1
6286,http://bio2rdf.org/drugbank:DB00863,http://bio2rdf.org/drugbank:DB00913,Ranitidine,Anileridine,1
6285,http://bio2rdf.org/drugbank:DB00854,http://bio2rdf.org/drugbank:DB00304,Levorphanol,Desogestrel, 
6284,http://bio2rdf.org/drugbank:DB00860,http://bio2rdf.org/drugbank:DB06802,Prednisolone,Nepafenac,2
6283,http://bio2rdf.org/drugbank:DB01432,http://bio2rdf.org/drugbank:DB04743,Cholestyramine,Nimesulide,1
6282,http://bio2rdf.org/drugbank:DB01606,http://bio2rdf.org/drugbank:DB00866,Tazobactam,Alprenolol,1
6281,http://bio2rdf.org/drugbank:DB00465,http://bio2rdf.org/drugbank:DB01197,Ketorolac,Captopril,2
6280,http://bio2rdf.org/drugbank:DB00264,http://bio2rdf.org/drugbank:DB00861,Metoprolol,Diflunisal,1
6279,http://bio2rdf.org/drugbank:DB00294,http://bio2rdf.org/drugbank:DB01297,Etonogestrel,Practolol,1
6278,http://bio2rdf.org/drugbank:DB01193,http://bio2rdf.org/drugbank:DB00682,Acebutolol,Warfarin,1
6277,http://bio2rdf.org/drugbank:DB06709,http://bio2rdf.org/drugbank:DB01607,Methacholine,Ticarcillin,1
6276,http://bio2rdf.org/drugbank:DB00612,http://bio2rdf.org/drugbank:DB01345,Bisoprolol,Potassium,1
6275,http://bio2rdf.org/drugbank:DB01172,http://bio2rdf.org/drugbank:DB00482,Kanamycin,Celecoxib,1
6274,http://bio2rdf.org/drugbank:DB00717,http://bio2rdf.org/drugbank:DB00591,Norethindrone,Fluocinolone_Acetonide,1
6273,http://bio2rdf.org/drugbank:DB00542,http://bio2rdf.org/drugbank:DB00594,Benazepril,Amiloride,2
6272,http://bio2rdf.org/drugbank:DB06803,http://bio2rdf.org/drugbank:DB01093,Niclosamide,Dimethyl_sulfoxide,1
6271,http://bio2rdf.org/drugbank:DB00603,http://bio2rdf.org/drugbank:DB00844,Medroxyprogesterone_Acetate,Nalbuphine, 
6270,http://bio2rdf.org/drugbank:DB00232,http://bio2rdf.org/drugbank:DB00437,Methyclothiazide,Allopurinol, 
6269,http://bio2rdf.org/drugbank:DB00861,http://bio2rdf.org/drugbank:DB01296,Diflunisal,Glucosamine,1
6268,http://bio2rdf.org/drugbank:DB02266,http://bio2rdf.org/drugbank:DB01115,Flufenamic_Acid,Nifedipine, 
6267,http://bio2rdf.org/drugbank:DB01045,http://bio2rdf.org/drugbank:DB00344,Rifampicin,Protriptyline,2
6266,http://bio2rdf.org/drugbank:DB00328,http://bio2rdf.org/drugbank:DB00571,Indomethacin,Propranolol,2
6265,http://bio2rdf.org/drugbank:DB00404,http://bio2rdf.org/drugbank:DB01151,Alprazolam,Desipramine,2
6264,http://bio2rdf.org/drugbank:DB00564,http://bio2rdf.org/drugbank:DB01356,Carbamazepine,Lithium,2
6263,http://bio2rdf.org/drugbank:DB01377,http://bio2rdf.org/drugbank:DB00861,Magnesium_oxide,Diflunisal,1
6262,http://bio2rdf.org/drugbank:DB00399,http://bio2rdf.org/drugbank:DB00524,Zoledronate,Metolazone,2
6261,http://bio2rdf.org/drugbank:DB00963,http://bio2rdf.org/drugbank:DB01136,Bromfenac,Carvedilol,2
6260,http://bio2rdf.org/drugbank:DB01593,http://bio2rdf.org/drugbank:DB00218,Zinc,Moxifloxacin,2
6259,http://bio2rdf.org/drugbank:DB01373,http://bio2rdf.org/drugbank:DB00991,Calcium,Oxaprozin,1
6258,http://bio2rdf.org/drugbank:DB08439,http://bio2rdf.org/drugbank:DB00214,parecoxib,Torasemide,2
6257,http://bio2rdf.org/drugbank:DB00252,http://bio2rdf.org/drugbank:DB00233,Phenytoin,Aminosalicylic_Acid, 
6256,http://bio2rdf.org/drugbank:DB00497,http://bio2rdf.org/drugbank:DB00351,Oxycodone,Megestrol_acetate, 
6255,http://bio2rdf.org/drugbank:DB00717,http://bio2rdf.org/drugbank:DB00186,Norethindrone,Lorazepam,1
6254,http://bio2rdf.org/drugbank:DB05521,http://bio2rdf.org/drugbank:DB00248,Telaprevir,Cabergoline,3
6253,http://bio2rdf.org/drugbank:DB00870,http://bio2rdf.org/drugbank:DB00521,Suprofen,Carteolol,2
6252,http://bio2rdf.org/drugbank:DB00726,http://bio2rdf.org/drugbank:DB01626,Trimipramine,Pargyline,3
6251,http://bio2rdf.org/drugbank:DB01602,http://bio2rdf.org/drugbank:DB00195,Bacampicillin,Betaxolol,1
6250,http://bio2rdf.org/drugbank:DB00764,http://bio2rdf.org/drugbank:DB00861,Mometasone,Diflunisal,2
6249,http://bio2rdf.org/drugbank:DB00673,http://bio2rdf.org/drugbank:DB00304,Aprepitant,Desogestrel,2
6248,http://bio2rdf.org/drugbank:DB00951,http://bio2rdf.org/drugbank:DB01235,ISONIAZID,L-DOPA,2
6247,http://bio2rdf.org/drugbank:DB00661,http://bio2rdf.org/drugbank:DB00187,Verapamil,Esmolol,2
6246,http://bio2rdf.org/drugbank:DB00304,http://bio2rdf.org/drugbank:DB01529,Desogestrel,Dextromoramide, 
6245,http://bio2rdf.org/drugbank:DB00741,http://bio2rdf.org/drugbank:DB04552,Hydrocortisone,Niflumic_Acid,2
6244,http://bio2rdf.org/drugbank:DB06709,http://bio2rdf.org/drugbank:DB00461,Methacholine,Nabumetone,1
6243,http://bio2rdf.org/drugbank:DB00195,http://bio2rdf.org/drugbank:DB00880,Betaxolol,Chlorothiazide,1
6242,http://bio2rdf.org/drugbank:DB00201,http://bio2rdf.org/drugbank:DB01172,Caffeine,Kanamycin,1
6241,http://bio2rdf.org/drugbank:DB00373,http://bio2rdf.org/drugbank:DB00404,Timolol,Alprazolam,1
6240,http://bio2rdf.org/drugbank:DB00533,http://bio2rdf.org/drugbank:DB00682,Rofecoxib,Warfarin,2
6239,http://bio2rdf.org/drugbank:DB00813,http://bio2rdf.org/drugbank:DB00780,Fentanyl,Phenelzine,3
6238,http://bio2rdf.org/drugbank:DB01432,http://bio2rdf.org/drugbank:DB00554,Cholestyramine,Piroxicam,1
6237,http://bio2rdf.org/drugbank:DB00294,http://bio2rdf.org/drugbank:DB00394,Etonogestrel,Beclomethasone,1
6236,http://bio2rdf.org/drugbank:DB01233,http://bio2rdf.org/drugbank:DB01104,METOCLOPRAMIDE,SERTRALINE,2
6235,http://bio2rdf.org/drugbank:DB00870,http://bio2rdf.org/drugbank:DB00866,Suprofen,Alprenolol,2
6234,http://bio2rdf.org/drugbank:DB00321,http://bio2rdf.org/drugbank:DB01209,Amitriptyline,Dezocine,1
6233,http://bio2rdf.org/drugbank:DB00811,http://bio2rdf.org/drugbank:DB00495,Ribavirin,ZIDOVUDINE,2
6232,http://bio2rdf.org/drugbank:DB00717,http://bio2rdf.org/drugbank:DB00184,Norethindrone,Nicotine,1
6231,http://bio2rdf.org/drugbank:DB00586,http://bio2rdf.org/drugbank:DB00489,Diclofenac,Sotalol,2
6230,http://bio2rdf.org/drugbank:DB01072,http://bio2rdf.org/drugbank:DB00615,Atazanavir,RIFABUTIN,2
6229,http://bio2rdf.org/drugbank:DB01009,http://bio2rdf.org/drugbank:DB00727,Ketoprofen,Nitroglycerin,1
6228,http://bio2rdf.org/drugbank:DB04828,http://bio2rdf.org/drugbank:DB01115,Zomepirac,Nifedipine, 
6227,http://bio2rdf.org/drugbank:DB01050,http://bio2rdf.org/drugbank:DB01197,Ibuprofen,Captopril,2
6226,http://bio2rdf.org/drugbank:DB01050,http://bio2rdf.org/drugbank:DB00404,Ibuprofen,Alprazolam, 
6225,http://bio2rdf.org/drugbank:DB02266,http://bio2rdf.org/drugbank:DB00252,Flufenamic_Acid,Phenytoin,1
6224,http://bio2rdf.org/drugbank:DB03585,http://bio2rdf.org/drugbank:DB00999,Oxyphenbutazone,Hydrochlorothiazide,1
6223,http://bio2rdf.org/drugbank:DB04552,http://bio2rdf.org/drugbank:DB00829,Niflumic_Acid,Diazepam, 
6222,http://bio2rdf.org/drugbank:DB01373,http://bio2rdf.org/drugbank:DB00214,Calcium,Torasemide,1
6221,http://bio2rdf.org/drugbank:DB08807,http://bio2rdf.org/drugbank:DB01115,Bopindolol,Nifedipine,2
6220,http://bio2rdf.org/drugbank:DB00304,http://bio2rdf.org/drugbank:DB00897,Desogestrel,Triazolam,1
6219,http://bio2rdf.org/drugbank:DB00500,http://bio2rdf.org/drugbank:DB01197,Tolmetin,Captopril,2
6218,http://bio2rdf.org/drugbank:DB00921,http://bio2rdf.org/drugbank:DB01367,Buprenorphine,Rasagiline,3
6217,http://bio2rdf.org/drugbank:DB00715,http://bio2rdf.org/drugbank:DB00601,Paroxetine,Linezolid,3
6216,http://bio2rdf.org/drugbank:DB06802,http://bio2rdf.org/drugbank:DB00195,Nepafenac,Betaxolol,2
6215,http://bio2rdf.org/drugbank:DB01628,http://bio2rdf.org/drugbank:DB00232,Etoricoxib,Methyclothiazide,1
6214,http://bio2rdf.org/drugbank:DB00586,http://bio2rdf.org/drugbank:DB00436,Diclofenac,Bendroflumethiazide,1
6213,http://bio2rdf.org/drugbank:DB01410,http://bio2rdf.org/drugbank:DB01373,Ciclesonide,Calcium,2
6212,http://bio2rdf.org/drugbank:DB04855,http://bio2rdf.org/drugbank:DB01149,Dronedarone,Nefazodone,3
6211,http://bio2rdf.org/drugbank:DB00417,http://bio2rdf.org/drugbank:DB00195,Penicillin_V,Betaxolol,1
6210,http://bio2rdf.org/drugbank:DB01136,http://bio2rdf.org/drugbank:DB00451,Carvedilol,Levothyroxine,1
6209,http://bio2rdf.org/drugbank:DB00863,http://bio2rdf.org/drugbank:DB01551,Ranitidine,Dihydrocodeine,1
6208,http://bio2rdf.org/drugbank:DB00588,http://bio2rdf.org/drugbank:DB00939,Fluticasone_Propionate,Meclofenamic_acid,2
6207,http://bio2rdf.org/drugbank:DB01373,http://bio2rdf.org/drugbank:DB01397,Calcium,Magnesium_salicylate,1
6206,http://bio2rdf.org/drugbank:DB00327,http://bio2rdf.org/drugbank:DB00752,Hydromorphone,Tranylcypromine,3
6205,http://bio2rdf.org/drugbank:DB00266,http://bio2rdf.org/drugbank:DB01015,Dicoumarol,SULFAMETHOXAZOLE,3
6204,http://bio2rdf.org/drugbank:DB00563,http://bio2rdf.org/drugbank:DB00812,Methotrexate,Phenylbutazone,2
6203,http://bio2rdf.org/drugbank:DB00485,http://bio2rdf.org/drugbank:DB01580,Dicloxacillin,Oxprenolol,1
6202,http://bio2rdf.org/drugbank:DB00252,http://bio2rdf.org/drugbank:DB00193,Phenytoin,Tramadol,1
6201,http://bio2rdf.org/drugbank:DB00852,http://bio2rdf.org/drugbank:DB01626,Pseudoephedrine,Pargyline,3
6200,http://bio2rdf.org/drugbank:DB00199,http://bio2rdf.org/drugbank:DB00521,Erythromycin,Carteolol,1
6199,http://bio2rdf.org/drugbank:DB06709,http://bio2rdf.org/drugbank:DB08795,Methacholine,Azidocillin,1
6198,http://bio2rdf.org/drugbank:DB01174,http://bio2rdf.org/drugbank:DB00844,Phenobarbital,Nalbuphine,2
6197,http://bio2rdf.org/drugbank:DB01602,http://bio2rdf.org/drugbank:DB00598,Bacampicillin,Labetalol,1
6196,http://bio2rdf.org/drugbank:DB00344,http://bio2rdf.org/drugbank:DB00501,Protriptyline,Cimetidine,2
6195,http://bio2rdf.org/drugbank:DB06724,http://bio2rdf.org/drugbank:DB00195,Calcium_carbonate,Betaxolol,1
6194,http://bio2rdf.org/drugbank:DB00823,http://bio2rdf.org/drugbank:DB00842,Ethynodiol,Oxazepam,1
6193,http://bio2rdf.org/drugbank:DB00814,http://bio2rdf.org/drugbank:DB00883,Meloxicam,Isosorbide_Dinitrate,1
6192,http://bio2rdf.org/drugbank:DB01172,http://bio2rdf.org/drugbank:DB00521,Kanamycin,Carteolol,1
6191,http://bio2rdf.org/drugbank:DB01172,http://bio2rdf.org/drugbank:DB01345,Kanamycin,Potassium,1
6190,http://bio2rdf.org/drugbank:DB00294,http://bio2rdf.org/drugbank:DB04552,Etonogestrel,Niflumic_Acid,1
6189,http://bio2rdf.org/drugbank:DB00635,http://bio2rdf.org/drugbank:DB00673,Prednisone,Aprepitant,2
6188,http://bio2rdf.org/drugbank:DB01367,http://bio2rdf.org/drugbank:DB00295,Rasagiline,Morphine,3
6187,http://bio2rdf.org/drugbank:DB04828,http://bio2rdf.org/drugbank:DB00252,Zomepirac,Phenytoin,1
6186,http://bio2rdf.org/drugbank:DB01050,http://bio2rdf.org/drugbank:DB00606,Ibuprofen,Cyclothiazide,1
